Título,Revisiones,Año Publicación,Idioma,Rating,ISBN
Venice Observed,17,1963,1,3.5,015693521X
A Charmed Life,18,1992,1,3.49,0156167743
Birds of America,36,1992,1,3.47,0156126303
The Groves of Academe,34,2002,1,3.3,0156027879
Seeing Mary Plain: A Life of Mary McCarthy,5,2002,2,4.14,0393323072
Divisadero,1295,2007,1,3.5,0307266354
Coming Through Slaughter,413,1996,1,3.9,0679767851
Vintage Ondaatje,2,2004,2,4.3,1400077443
Michael Ondaatje,0,1993,2,5.0,0805782907
From Ink Lake: Canadian Stories,0,1992,2,3.89,0140118322
Golden Ass,1,2001,1,3.88,1853264601
The Golden Ass,73,1998,1,3.88,0140435905
The Golden Ass of Apuleius: The Liberation of the Feminine in Man,3,2001,1,4.32,1570626111
Apuleius: A Latin Sophist,0,2004,1,3.5,0199271380
Apuleius and Drama: The Ass on Stage,0,2007,2,4.0,0199202923
Metamorphoses of Apuleius: On Making an Ass of Oneself,0,1992,2,3.5,080782013X
Roman Literary Culture: From Cicero to Apuleius,0,1999,2,4.0,0801862019
The Logic of Apuleius: Including a Complete Latin Text and English Translation of the Peri Hermeneias of Apuleius of Madaura,0,1987,4,0.0,9004084215
The Golden Ass: The Transformations of Lucius,33,1998,1,3.88,0374505322
Vogue® Knitting on the Go: Baby Blankets,2,2000,2,3.41,1573890197
The Dreams of Ada,71,2006,1,3.93,0767926897
Pocket Guide to the ADA: Americans with Disabilities ACT Accessibility Guidelines for Buildings and Facilities,0,1997,2,4.0,0471181374
Ada Blackjack: A True Story of Survival in the Arctic,18,2004,2,3.91,078688746X
Ada Pocket Guide To Nutrition Assessment,0,2004,2,4.5,0880911611
The Francis A. Schaeffer Trilogy: The 3 Essential Books in 1 Volume/the God Who Is There/Escape from Reason/He Is There and He Is Not Silent,43,1990,1,4.43,0891075615
How Should We Then Live?: The Rise and Decline of Western Thought and Culture,71,2005,1,4.17,1581345364
True Spirituality: How to Live for Jesus Moment by Moment,113,2001,2,4.25,0842373519
The Finished Work of Christ: The Truth of Romans 1-8,8,1998,2,4.4,1581340036
The God Who Is There,149,1998,1,4.18,0830819479
The Mark of the Christian,83,2006,2,4.3,0830834079
He Is There and He Is Not Silent,88,2001,1,4.23,084231413X
Romance,17,2005,2,3.36,0307275183
The Arab-Israeli Wars: War and Peace in the Middle East,9,2005,2,3.99,1400079632
Heat,5,2003,2,3.45,0595271499
Natural History,1,2005,2,3.67,3037780495
The War of Atonement: The Inside Story of the Yom Kippur War,8,2006,2,3.9699999999999998,1853675695
Kieslowski on Kieslowski,25,1994,1,4.27,0571173284
The Films of Krzysztof Kieslowski: The Liminal Image,5,2004,2,3.9699999999999998,0826415598
Decalogue: The Ten Commandments,2,1991,2,4.05,0571144985
The Cinema of Krzysztof Kieslowski: Variations on Destiny and Chance,1,2004,2,3.66,1903364914
Krzysztof Kieslowski,0,2000,1,3.58,1903047250
The Fright of Real Tears,0,1999,2,3.89,0851707556
Hitchcock’s Music,3,2006,2,3.79,0300110502
Hitchcock Blonde,5,2003,2,3.5,0413773566
Hitchcock At Work,4,2003,2,4.3,0714843334
Tales of Terror: 58 Short Stories Chosen by the Master of Suspense,29,2004,1,4.0,0883657104
Hitchcock on Hitchcock: Selected Writings and Interviews,4,1997,1,4.05,0520212223
Alfred Hitchcock: Interviews,1,2011,1,3.93,1578065623
Hitchcock Style,2,2004,2,3.92,2843235146
American Vertigo: Traveling America in the Footsteps of Tocqueville,74,2007,2,3.2,0812974719
Vertigo,10,2002,1,3.83,0851709184
Gender Vertigo: American Families in Transition,0,1999,2,3.9,0300080832
Vertigo: First Taste,6,2005,1,3.64,1401207200
The Consumer Handbook on Dizziness and Vertigo,1,2005,2,3.67,0966182642
Film Form: Essays In Film Theory,24,1969,1,4.04,0156309203
The Eisenstein Reader,2,1998,2,3.07,0851706762
I Was a Child of Holocaust Survivors,32,2006,2,3.2800000000000002,1594489181
Sergei Eisenstein: A Life in Conflict,2,1999,2,3.84,087951924X
The Eisenstein Collection: Sergei Eisenstein,1,2005,2,4.0,1905422008
The Film Sense,0,1986,1,4.01,057108575X
Organization Development and Change,1,2004,2,3.95,0324260601
Cummings Otolaryngology - Head and Neck Surgery Fourth Edition Review,0,2005,2,4.25,0323030068
Fairy Tales,56,2004,2,4.1,0871406586
The Egg and Other Stories,29,2000,1,3.93,0486414116
Poor White,31,2006,2,3.69,1406939927
Certain Things Last: The Selected Short Stories,3,1995,2,4.09,1568580223
Neck Deep and Other Predicaments: Essays,28,2007,1,3.9,1555974597
Other Electricities,54,2005,1,4.06,1932511156
Vacationland,13,2005,2,3.85,1932195165
Diagram: Selections from the Magazine,0,2003,2,4.15,0972509585
Diagram.2,1,2006,2,3.91,0976209217
Lynch on Lynch,73,2005,1,4.23,0571220185
The Willie Lynch Letter: And the Making of a Slave,50,1999,1,4.31,0948390530
Breaking the Curse of Willie Lynch: The Science of Slave Psychology,21,2003,2,4.09,0972035214
Genetics and Analysis of Quantitative Traits,0,1998,2,4.33,0878934812
Bodies in Motion and at Rest: On Metaphor and Mortality,65,2001,2,4.12,0393321649
Jesus for the Non-Religious,93,2007,1,4.06,0060762071
Liberating the Gospels: Reading the Bible with Jewish Eyes,31,1997,2,4.06,0060675578
Resurrection: Myth or Reality?,17,1995,2,3.89,0060674296
This Hebrew Lord,11,1993,2,4.05,0060675209
Easter Moment,1,1998,2,4.38,1878282158
A New Christianity for a New World: Why Traditional Faith is Dying  How a New Faith is Being Born,49,2002,2,3.95,0060670630
God in Us: A Case for Christian Humanism,0,2001,2,3.58,0907845177
Why Christianity Must Change or Die: A Bishop Speaks to Believers In Exile,111,1999,1,3.91,0060675365
Chinua Achebe: A Biography,1,1997,2,3.89,0253333423
Chinua Achebe: The Man and His Works,0,2006,2,5.0,1905068379
pppppp,9,2002,2,4.47,1878972359
Kurt Schwitters: Catalogue Raisonn� Volume 3 1937-1948,0,2005,2,3.0,3775709894
Ernst Schwitters in Norway: Photographs 1930-1960,0,2006,2,0.0,3775715266
Doubt: A History,221,2004,1,4.07,0060097957
Doubts about Darwin: A History of Intelligent Design,4,2005,2,3.6,0801065216
A Country Nourished on Self-Doubt: Documents in Post-Confederation Canadian History,0,1997,2,0.0,1551111519
A Social History of Skepticism: Experience and Doubt in Early Modern Culture,2,1999,2,2.67,080186142X
Destination in Doubt: Russia Since 1989,0,2006,2,3.09,1842776657
Blade Runner: ¿Sueñan los androides con ovejas eléctricas?,28,1997,2,4.09,8435015955
Future Noir: The Making of Blade Runner,78,1996,1,4.29,0061053147
The Blade Runner Experience: The Legacy of a Science Fiction Classic,3,2006,2,3.89,1904764304
Official Blade Runner Strategy Guide,0,1997,1,3.0,1566867282
Bernice Bobs Her Hair,141,2004,2,3.98,1419109707
Bernice Bobs Her Hair: And Other Stories,5,1996,2,3.96,0451526112
Prom Nights from Hell,39,2007,2,3.27,006125309X
Resumes from Hell,0,2004,2,3.0,0972598812
Earthboy Jacobus,26,2005,1,3.93,1582404925
Gear,30,2007,2,3.65,1582406804
Iron West,66,2006,2,3.79,1582406308
Tommysaurus Rex,130,2004,2,3.85,1582403953
Creature Tech,102,2003,2,3.93,1891830341
Fateful Friday,0,1998,2,4.25,0590059580
Wisenheimer Wednesday,0,1998,2,4.08,0590059564
Tuna Fish Tuesday,0,1998,2,4.0,0590059556
Seven Dada Manifestos and Lampisteries,33,1981,2,4.24,0714537624
Approximate Man and Other Writings,4,2018,2,4.3,0976844915
Modernist Song: The Poetry of Tristan Tzara,0,2005,2,4.38,1904713149
The Holy Terrors,135,1966,1,3.77,0811200213
The Art of Cinema,8,2000,2,4.08,0714529745
Beauty and the Beast: Diary of a Film,9,1972,2,4.17,0486227766
Opium: The Diary of His Cure,34,2001,2,3.79,0720608007
The Difficulty of Being,15,1995,1,3.92,0306806339
Jean Cocteau,0,2004,2,4.0,2843236037
The Infernal Machine and Other Plays,17,1964,1,3.91,0811200221
Cocteau,5,1986,2,4.22,087923606X
Ubu Roi,16,2003,2,3.63,0486426874
Ubu and the Truth Commission,10,1998,2,3.36,1919713166
The Sea Between Us,0,1993,2,0.0,091374526X
Family Portrait,0,1993,2,0.0,0913745367
The Cambridge Companion to James Joyce,4,2004,2,3.91,0521837103
James Joyce: A Literary Life,1,1992,2,3.76,0814205992
Die Kalendergeschichten: Sämtliche Erzählungen Aus Dem Rheinländischen Hausfreund,0,1999,6,4.01,3446197524
Sämtliche Erzählungen.,0,2002,6,4.03,3492203388
James Joyce and German Theory: The Romantic School and All That,0,2004,2,5.0,083864029X
James Joyce: The Centennial Symposium,0,1990,2,4.0,0252012917
How James Joyce Made His Name:: A Reading of the Final Lacan,1,2002,2,4.29,1892746514
James Joyce and the Question of History,0,1995,2,3.5,052155876X
Is it Hot in Here? Or is it me? The Complete Guide to Menopause,9,2006,1,3.85,0761138080
The Hot Sauce Diet: A journey of behavior modification,0,2006,2,1.0,0595411878
Hot Dish Heaven: Classic Casseroles from Midwest Kitchens,16,2006,2,3.63,0873515684
Dialogues Concerning Natural Religion,100,1998,1,3.96,0872204022
Dialogues Concerning Natural Religion and The Natural History of Religion,25,1999,1,4.04,0192838768
Selected Essays,8,1998,1,3.93,0192836218
Kant and the Critique of Pure Reason,8,1999,1,3.88,041511909X
Critique of Practical Reason (Studies in Philosophy 17),0,1998,1,3.93,0874626161
A Kant Dictionary,1,1995,1,4.2,0631175350
Prolegomena to Any Future Metaphysics,120,2002,1,3.91,0872205932
The Cambridge Companion to Kant,4,1992,2,4.02,0521367689
The Cambridge Companion to Kant and Modern Philosophy,0,2006,2,4.19,052182303X
Critique of the Power of Judgment (Works of Immanuel Kant in Translation),8,2002,2,4.08,0521348927
Kant and the Problem of Metaphysics,7,1997,1,4.32,0253332761
Religion within the Boundaries of Mere Reason & Other Writings (Texts in the History of Philosophy),4,1999,1,3.74,0521599644
Kant,5,2004,2,3.83,0631232826
On History,3,1963,1,3.68,002307860X
Distinction: A Social Critique of the Judgement of Taste,82,1987,1,4.13,0674212770
The Soul of Man Under Socialism,217,2004,2,3.92,1419183044
Tone Your Tummy Type: Flatten Your Belly and Shrink Your Waist in 4 Weeks,3,2007,1,3.14,1594864721
Fit and Fabulous After 40: A 5-Part Program for Turning Back the Clock,8,2002,1,3.93,0767904729
All She Ever Wanted,278,2005,1,4.1,0764228897
Wings of Refuge,128,2000,2,4.23,0764221965
J. L. Austin and the Law: Exculpation and the Explication of Responsibility,0,2005,2,4.0,0838756212
Philosophical Papers,5,1990,2,4.39,019283021X
How to Do Things with Words The William James Lectures delivered in Harvard University in 1955 2/e,6,1976,1,3.96,019281205X
The Professional School Dean: Meeting the Leadership Challenges: New Directions for Higher Education,0,1997,2,0.0,0787998494
Lectures In Statistical Physics,0,1971,2,5.0,3540054189
Discipline and Punish: The Birth of the Prison,655,1995,1,4.22,0679752552
The Archaeology of Knowledge,0,2002,2,4.12,0415287529
The Order of Things: An Archaeology of the Human Sciences,11,2001,1,4.13,0415267374
Day I Swapped My Dad for Two Goldfish,0,1998,1,4.03,0613789369
El día que cambié a mi padre por dos peces de colores,0,2005,2,4.03,1594970769
The Day I Swapped My Dad for Two Goldfish,13,1998,1,4.03,1565041992
Ethics: Subjectivity and Truth,12,1998,1,4.23,1565844343
The Foucault Effect: Studies in Governmentality,6,1991,1,3.99,0226080455
Power,2,2002,1,4.32,0140259570
Introducing Foucault,3,2000,1,3.31,1840465913
Los lobos de la pared,2,2006,2,4.07,1594972222
Introduction To Philosophy,3,1991,2,3.62,0070187835
William James Remembered,1,1999,2,4.5,0803292627
Psychology: The Briefer Course,8,2001,2,3.93,0486416046
William James in Russian Culture,1,2003,2,5.0,0739105272
The Thought and Character of William James,2,1996,1,4.2,0826512798
Wittgenstein and William James,2,2002,2,3.8200000000000003,0521813158
The Cambridge Companion to T. S. Eliot,2,1994,2,3.76,0521421276
T.S. Eliot: An Imperfect Life,23,2000,1,3.81,0393320936
The Voice of the Poet: T.S. Eliot,6,2005,1,4.14,0739315358
Letters of T.S. Eliot: 1898-1922,6,1990,1,4.15,0156508508
Und sagte kein einziges Wort,1,1988,6,3.8200000000000003,0415006694
Beginning Python: From Novice to Professional,14,2005,2,3.93,159059519X
Python Programming: An Introduction to Computer Science,15,2003,2,4.0,1590280288
Core Python Programming,7,2006,1,3.8200000000000003,0132269937
The Creation of Confederate Nationalism: Ideology and Identity in the Civil War South,9,1989,2,3.64,0807116068
The Pythons Autobiography by The Pythons,3,2003,1,4.08,0312311443
On the Genealogy of Morality,35,2006,1,4.12,052169163X
Freud and Beyond: A History of Modern Psychoanalytic Thought,49,1996,2,4.17,0465014054
The Freud Reader,38,1995,1,3.99,0393314030
Interpreting Dreams,8,2006,1,3.83,0141187085
Dora: An Analysis of a Case of Hysteria,126,1997,1,3.39,0684829460
Freud at Work: Lucian Freud in Conversation with Sebastian Smee,3,2006,2,4.39,0307266001
The Basic Writings of Sigmund Freud,23,1995,1,3.92,067960166X
The Future of an Illusion,181,1989,1,3.77,0393008312
Storm Boy,35,2001,2,4.06,1582460574
Him Her Him Again the End of Him,356,2007,2,2.83,0743296230
Marx for Beginners,106,2003,2,3.86,0375714618
The Portable Karl Marx,24,1983,2,3.9,014015096X
Specters of Marx,59,2006,1,3.9699999999999998,0415389577
Marx in Soho: A Play on History,36,1999,1,4.03,0896085937
This Grand & Magnificent Place: The Wilderness Heritage of the White Mountains,1,2006,2,4.0,1584654619
The White Mountains: A Postcard Book,0,2004,2,0.0,0762736208
The Book of Fantasy,22,1988,2,4.38,0670823937
Borges: A Life,29,2005,2,3.8,0143035568
10 Secretos Para Conseguir El Exito Y La Paz Interior,0,2005,2,4.29,1401906907
Names Above Houses,9,2001,2,4.32,0809323826
Acute Care Handbook for Physical Therapists,0,2002,2,4.4,0750673001
Paz,1,1986,2,3.76,0930044894
Structural Dynamics: Theory and Computation,2,2006,2,4.23,1402076673
Durruti: The People Armed,0,1976,2,4.38,091961874X
The Possessors,15,2000,2,3.48,1587152371
The Little People,7,2000,2,3.04,1587152363
When the Tripods Came,169,2003,1,3.79,0689857624
Duet for Two Voices: An Informal Biography of Edward Dent Compiled from His Letters to Clive Carey,0,1980,2,0.0,0521223121
Carols for Two: 7 Duets on Traditional Carols for Advent and Christmas,0,1996,2,4.5,0882849964
Edward Albee,0,1982,2,2.0,0805773495
The Play About the Baby,7,2004,2,3.5,0413773841
Reading Godot,1,2002,2,3.92,0300092865
White Fang,0,2005,2,3.98,0786275405
Finishing Touches,2,2004,2,3.75,0715317946
A Geometrical Study of the Elementary Catastrophes,0,1989,2,4.5,3540066810
Differentiable Germs and Catastrophes,1,1975,2,4.0,0521206812
Four Major Plays 2: Ghosts/An Enemy of the People/The Lady from the Sea/John Gabriel Borkman,4,2001,1,4.09,0451528034
Four Major Plays 1: A Doll House / The Wild Duck / Hedda Gabler / The Master Builder,9,2006,1,4.04,0451530225
Ghosts,0,2004,2,3.84,1419121774
Everything Must Go,93,2006,2,2.69,0778323234
Me & Emma,1656,2006,1,3.91,0778322858
Little Earthquakes,2317,2006,2,3.7800000000000002,1416528636
The Plays of Sophokles,0,1982,2,0.0,9060322266
A Blessed Event,37,2005,1,3.31,0345462165
Blessed Events: Religion and Home Birth in America,1,2001,2,3.93,0691087989
Cracks,2,2006,2,3.8,1590921712
Perfect Match,11,2003,1,3.95,1865089788
Run,41,2007,2,3.5700000000000003,0061363936
Taft,13,2007,2,3.46,0061339229
Smashed: Story of a Drunken Girlhood,1176,2006,1,3.51,0143036475
American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,655,2007,1,4.17,0375726268
The Prometheus Project,6,2006,2,3.45,141652097X
Prometheus Bound,3,2004,2,3.95,1419143220
Rescuing Prometheus: Four Monumental Projects that Changed Our World,4,2000,1,3.5300000000000002,0679739386
The Unbound Prometheus: Technological Change and Industrial Development in Western Europe from 1750 to the Present,0,2003,2,3.87,0521826667
Prometheus Unbound,52,2004,2,3.83,1419143239
Petals in the Wind,0,1992,2,3.0,0708972071
The Poetic Edda: The Mythological Poems,27,2004,1,4.35,0486437108
Messengers of God: Biblical Portraits and Legends,24,1985,1,4.15,067154134X
Souls on Fire,28,1982,2,4.18,067144171X
Sages and Dreamers,2,1993,2,4.03,0671797786
Zalmen or Madns God,2,1985,2,3.85,0805207775
The Accident,32,1991,2,3.84,0374523118
Elie Wiesel: A Voice for Humanity,1,1996,2,3.33,0827606168
Elie Wiesel: Conversations,0,2002,2,4.18,1578065038
Elie Wiesel and the Art of Storytelling,0,2006,2,5.0,0786428694
The Gates of the Forest,25,1995,2,4.07,080521044X
Elie Wiesel: Voice from the Holocaust,1,1994,2,4.8,0894904280
Hope Against Hope: Johann Baptist Metz and Elie Wiesel Speak Out on the Holocaust,1,1999,2,4.38,0809138468
Sarah,1,2001,2,3.47,2207251284
The Brothers Bishop,7,2006,2,3.95,0758209126
The Thin Man,1666,1989,1,3.95,0679722637
Red Harvest: The Communist Party and American Farmers,0,1982,2,0.0,0803216599
Heartstone,87,2005,1,3.75,006073969X
Sleeping Beauty,1,2005,2,3.92,0060826193
Blood Memory,801,2005,1,4.12,0743454154
Infernal,1,2003,2,4.05,3431035035
24 Hours,446,2001,2,4.0,0340770066
Mortal Fear,374,1997,1,4.0,0340686014
24 Stunden,2,2002,6,4.0,340414810X
Harmful Intent,10,2000,1,3.2800000000000002,0515129240
Garlic and Sapphires: The Secret Life of a Critic in Disguise,3470,2006,1,3.93,0143036610
Remembrance of Things Paris: Sixty Years of Writing from Gourmet,4,2005,2,3.69,0812971930
Endless Feasts: Sixty Years of Writing from Gourmet,3,2003,2,3.73,0375759921
Clementine in the Kitchen,41,2001,2,3.92,0375756647
Seven Promises of a Promise Keeper,2,1999,2,3.84,0849937302
Hay Dioses En Alabama,3,2005,2,3.86,8466316361
By the Grace of God: Memoirs and Recollections of an Alabama Baptist,0,1997,2,0.0,1577360591
God Bless the Crimson Tide: Devotions for the Die-Hard Alabama Fan,1,2007,2,4.11,1416541888
We Need to Talk About Kevin,10993,2006,1,4.08,006112429X
Inside the Asylum: Why the UN  and Old Europe are Worse Than You Think,3,2004,2,3.38,0895260883
The Muse Asylum,69,2002,1,3.86,0142000604
Shadows in the Asylum: The Case Files of Dr. Charles Marsh,32,2005,1,3.79,1578602041
Paper Hearts,25,2007,2,4.13,0451221427
Singing With the Top Down,42,2006,2,3.7199999999999998,0451219260
Places I Never Meant To Be: Original Stories by Censored Writers,81,2001,1,3.7199999999999998,0689842589
Forever...,352,2007,1,3.62,1416934006
